"term","label"
"http://purl.obolibrary.org/obo/HP_0002191","Progressive spasticity"
"http://purl.obolibrary.org/obo/HP_0002193","Pseudobulbar affect"
"http://purl.obolibrary.org/obo/HP_0002194","Delayed gross motor development"
"http://purl.obolibrary.org/obo/HP_0002195","Dysgenesis of the cerebellar vermis"
"http://purl.obolibrary.org/obo/HP_0002196","Myelopathy"
"http://purl.obolibrary.org/obo/HP_0002197","Generalized-onset seizure"
"http://purl.obolibrary.org/obo/HP_0002198","Dilated fourth ventricle"
"http://purl.obolibrary.org/obo/HP_0002199","Hypocalcemic seizures"
"http://purl.obolibrary.org/obo/HP_0002200","Pseudobulbar signs"
"http://purl.obolibrary.org/obo/HP_0002202","Pleural effusion"
"http://purl.obolibrary.org/obo/HP_0002203","Respiratory paralysis"
"http://purl.obolibrary.org/obo/HP_0002204","Pulmonary embolism"
"http://purl.obolibrary.org/obo/HP_0002205","Recurrent respiratory infections"
"http://purl.obolibrary.org/obo/HP_0002206","Pulmonary fibrosis"
"http://purl.obolibrary.org/obo/HP_0002207","Diffuse reticular or finely nodular infiltrations"
"http://purl.obolibrary.org/obo/HP_0002208","Coarse hair"
"http://purl.obolibrary.org/obo/HP_0002209","Sparse scalp hair"
"http://purl.obolibrary.org/obo/HP_0002211","White forelock"
"http://purl.obolibrary.org/obo/HP_0002212","Curly hair"
"http://purl.obolibrary.org/obo/HP_0002213","Fine hair"
"http://purl.obolibrary.org/obo/HP_0002215","Sparse axillary hair"
"http://purl.obolibrary.org/obo/HP_0002216","Premature graying of hair"
"http://purl.obolibrary.org/obo/HP_0002217","Slow-growing hair"
"http://purl.obolibrary.org/obo/HP_0002218","Silver-gray hair"
"http://purl.obolibrary.org/obo/HP_0002219","Facial hypertrichosis"
"http://purl.obolibrary.org/obo/HP_0002220","Melanin pigment aggregation in hair shafts"
"http://purl.obolibrary.org/obo/HP_0002221","Absent axillary hair"
"http://purl.obolibrary.org/obo/HP_0002223","Absent eyebrow"
"http://purl.obolibrary.org/obo/HP_0002224","Woolly hair"
"http://purl.obolibrary.org/obo/HP_0002225","Sparse pubic hair"
"http://purl.obolibrary.org/obo/HP_0002226","White eyebrow"
"http://purl.obolibrary.org/obo/HP_0002227","White eyelashes"
"http://purl.obolibrary.org/obo/HP_0002230","Generalized hirsutism"
"http://purl.obolibrary.org/obo/HP_0002231","Sparse body hair"
"http://purl.obolibrary.org/obo/HP_0002232","Patchy alopecia"
"http://purl.obolibrary.org/obo/HP_0002234","Early balding"
"http://purl.obolibrary.org/obo/HP_0002235","Pili canaliculi"
"http://purl.obolibrary.org/obo/HP_0002236","Frontal upsweep of hair"
"http://purl.obolibrary.org/obo/HP_0002239","Gastrointestinal hemorrhage"
"http://purl.obolibrary.org/obo/HP_0002240","Hepatomegaly"
"http://purl.obolibrary.org/obo/HP_0002242","Abnormal intestine morphology"
"http://purl.obolibrary.org/obo/HP_0002243","Protein-losing enteropathy"
"http://purl.obolibrary.org/obo/HP_0002244","Abnormal small intestine morphology"
"http://purl.obolibrary.org/obo/HP_0002245","Meckel diverticulum"
"http://purl.obolibrary.org/obo/HP_0002246","Abnormal duodenum morphology"
"http://purl.obolibrary.org/obo/HP_0002247","Duodenal atresia"
"http://purl.obolibrary.org/obo/HP_0002248","Hematemesis"
"http://purl.obolibrary.org/obo/HP_0002249","Melena"
"http://purl.obolibrary.org/obo/HP_0002250","Abnormal large intestine morphology"
"http://purl.obolibrary.org/obo/HP_0002251","Aganglionic megacolon"
"http://purl.obolibrary.org/obo/HP_0002253","Colonic diverticula"
"http://purl.obolibrary.org/obo/HP_0002254","Intermittent diarrhea"
"http://purl.obolibrary.org/obo/HP_0002256","Small bowel diverticula"
"http://purl.obolibrary.org/obo/HP_0002257","Chronic rhinitis"
"http://purl.obolibrary.org/obo/HP_0002263","Exaggerated cupid's bow"
"http://purl.obolibrary.org/obo/HP_0002265","Large fleshy ears"
"http://purl.obolibrary.org/obo/HP_0002266","Focal clonic seizure"
"http://purl.obolibrary.org/obo/HP_0002267","Exaggerated startle response"
"http://purl.obolibrary.org/obo/HP_0002268","Paroxysmal dystonia"
"http://purl.obolibrary.org/obo/HP_0002269","Abnormality of neuronal migration"
"http://purl.obolibrary.org/obo/HP_0002270","Abnormality of the autonomic nervous system"
"http://purl.obolibrary.org/obo/HP_0002273","Tetraparesis"
"http://purl.obolibrary.org/obo/HP_0002275","Poor motor coordination"
"http://purl.obolibrary.org/obo/HP_0002277","Horner syndrome"
"http://purl.obolibrary.org/obo/HP_0002280","Enlarged cisterna magna"
"http://purl.obolibrary.org/obo/HP_0002282","Gray matter heterotopia"
"http://purl.obolibrary.org/obo/HP_0002283","Global brain atrophy"
"http://purl.obolibrary.org/obo/HP_0002286","Fair hair"
"http://purl.obolibrary.org/obo/HP_0002287","Progressive alopecia"
"http://purl.obolibrary.org/obo/HP_0002289","Alopecia universalis"
"http://purl.obolibrary.org/obo/HP_0002290","Poliosis"
"http://purl.obolibrary.org/obo/HP_0002292","Frontal balding"
"http://purl.obolibrary.org/obo/HP_0002293","Alopecia of scalp"
"http://purl.obolibrary.org/obo/HP_0002296","Progressive hypotrichosis"
"http://purl.obolibrary.org/obo/HP_0002297","Red hair"
"http://purl.obolibrary.org/obo/HP_0002298","Absent hair"
"http://purl.obolibrary.org/obo/HP_0002299","Brittle hair"
"http://purl.obolibrary.org/obo/HP_0002300","Mutism"
"http://purl.obolibrary.org/obo/HP_0002301","Hemiplegia"
"http://purl.obolibrary.org/obo/HP_0002304","Akinesia"
"http://purl.obolibrary.org/obo/HP_0002305","Athetosis"
"http://purl.obolibrary.org/obo/HP_0002307","Drooling"
"http://purl.obolibrary.org/obo/HP_0002308","Chiari malformation"
"http://purl.obolibrary.org/obo/HP_0002310","Orofacial dyskinesia"
"http://purl.obolibrary.org/obo/HP_0002311","Incoordination"
"http://purl.obolibrary.org/obo/HP_0002312","Clumsiness"
"http://purl.obolibrary.org/obo/HP_0002313","Spastic paraparesis"
"http://purl.obolibrary.org/obo/HP_0002314","Degeneration of the lateral corticospinal tracts"
"http://purl.obolibrary.org/obo/HP_0002315","Headache"
"http://purl.obolibrary.org/obo/HP_0002317","Unsteady gait"
"http://purl.obolibrary.org/obo/HP_0002318","Cervical myelopathy"
"http://purl.obolibrary.org/obo/HP_0002321","Vertigo"
"http://purl.obolibrary.org/obo/HP_0002322","Resting tremor"
"http://purl.obolibrary.org/obo/HP_0002323","Anencephaly"
"http://purl.obolibrary.org/obo/HP_0002324","Hydranencephaly"
"http://purl.obolibrary.org/obo/HP_0002326","Transient ischemic attack"
"http://purl.obolibrary.org/obo/HP_0002329","Drowsiness"
"http://purl.obolibrary.org/obo/HP_0002330","Paroxysmal drowsiness"
"http://purl.obolibrary.org/obo/HP_0002331","Recurrent paroxysmal headache"
"http://purl.obolibrary.org/obo/HP_0002332","Lack of peer relationships"
"http://purl.obolibrary.org/obo/HP_0002333","Motor deterioration"
"http://purl.obolibrary.org/obo/HP_0002334","Abnormal cerebellar vermis morphology"
"http://purl.obolibrary.org/obo/HP_0002335","Agenesis of cerebellar vermis"
"http://purl.obolibrary.org/obo/HP_0002339","Abnormal caudate nucleus morphology"
"http://purl.obolibrary.org/obo/HP_0002340","Caudate atrophy"
"http://purl.obolibrary.org/obo/HP_0002341","Cervical cord compression"
"http://purl.obolibrary.org/obo/HP_0002342","Intellectual disability, moderate"
"http://purl.obolibrary.org/obo/HP_0002343","Normal pressure hydrocephalus"
"http://purl.obolibrary.org/obo/HP_0002344","Progressive neurologic deterioration"
"http://purl.obolibrary.org/obo/HP_0002345","Action tremor"
"http://purl.obolibrary.org/obo/HP_0002346","Head tremor"
"http://purl.obolibrary.org/obo/HP_0002349","Focal aware seizure"
"http://purl.obolibrary.org/obo/HP_0002350","Cerebellar cyst"
"http://purl.obolibrary.org/obo/HP_0002352","Leukoencephalopathy"
"http://purl.obolibrary.org/obo/HP_0002353","EEG abnormality"
"http://purl.obolibrary.org/obo/HP_0002354","Memory impairment"
"http://purl.obolibrary.org/obo/HP_0002356","Writer's cramp"
"http://purl.obolibrary.org/obo/HP_0002359","Frequent falls"
"http://purl.obolibrary.org/obo/HP_0002360","Sleep abnormality"
"http://purl.obolibrary.org/obo/HP_0002361","Psychomotor deterioration"
"http://purl.obolibrary.org/obo/HP_0002362","Shuffling gait"
"http://purl.obolibrary.org/obo/HP_0002363","Abnormal brainstem morphology"
"http://purl.obolibrary.org/obo/HP_0002365","Hypoplasia of the brainstem"
"http://purl.obolibrary.org/obo/HP_0002366","Abnormal lower motor neuron morphology"
"http://purl.obolibrary.org/obo/HP_0002367","Visual hallucination"
"http://purl.obolibrary.org/obo/HP_0002370","Poor coordination"
"http://purl.obolibrary.org/obo/HP_0002371","Loss of speech"
"http://purl.obolibrary.org/obo/HP_0002372","Normal interictal EEG"
"http://purl.obolibrary.org/obo/HP_0002373","Febrile seizure (within the age range of 3 months to 6 years)"
"http://purl.obolibrary.org/obo/HP_0002374","Diminished movement"
"http://purl.obolibrary.org/obo/HP_0002375","Hypokinesia"
"http://purl.obolibrary.org/obo/HP_0002376","Developmental regression"
"http://purl.obolibrary.org/obo/HP_0002378","Hand tremor"
"http://purl.obolibrary.org/obo/HP_0002380","Fasciculations"
"http://purl.obolibrary.org/obo/HP_0002381","Aphasia"
"http://purl.obolibrary.org/obo/HP_0002383","Infectious encephalitis"
"http://purl.obolibrary.org/obo/HP_0002384","Focal impaired awareness seizure"
"http://purl.obolibrary.org/obo/HP_0002385","Paraparesis"
"http://purl.obolibrary.org/obo/HP_0002389","Cavum septum pellucidum"
"http://purl.obolibrary.org/obo/HP_0002390","Spinal arteriovenous malformation"
"http://purl.obolibrary.org/obo/HP_0002392","EEG with polyspike wave complexes"
"http://purl.obolibrary.org/obo/HP_0002395","Lower limb hyperreflexia"
"http://purl.obolibrary.org/obo/HP_0002396","Cogwheel rigidity"
"http://purl.obolibrary.org/obo/HP_0002398","Degeneration of anterior horn cells"
"http://purl.obolibrary.org/obo/HP_0002401","Stroke-like episode"
"http://purl.obolibrary.org/obo/HP_0002403","Positive Romberg sign"
"http://purl.obolibrary.org/obo/HP_0002404","Thickened superior cerebellar peduncle"
"http://purl.obolibrary.org/obo/HP_0002406","Limb dysmetria"
"http://purl.obolibrary.org/obo/HP_0002408","Cerebral arteriovenous malformation"
"http://purl.obolibrary.org/obo/HP_0002410","Aqueductal stenosis"
"http://purl.obolibrary.org/obo/HP_0002411","Myokymia"
"http://purl.obolibrary.org/obo/HP_0002414","Spina bifida"
"http://purl.obolibrary.org/obo/HP_0002415","Leukodystrophy"
"http://purl.obolibrary.org/obo/HP_0002416","Subependymal cysts"
"http://purl.obolibrary.org/obo/HP_0002418","Abnormal midbrain morphology"
"http://purl.obolibrary.org/obo/HP_0002419","Molar tooth sign on MRI"
"http://purl.obolibrary.org/obo/HP_0002421","Poor head control"
"http://purl.obolibrary.org/obo/HP_0002423","Long-tract signs"
"http://purl.obolibrary.org/obo/HP_0002425","Anarthria"
"http://purl.obolibrary.org/obo/HP_0002427","Expressive aphasia"
"http://purl.obolibrary.org/obo/HP_0002435","Meningocele"
"http://purl.obolibrary.org/obo/HP_0002436","Occipital meningocele"
"http://purl.obolibrary.org/obo/HP_0002438","Cerebellar malformation"
"http://purl.obolibrary.org/obo/HP_0002439","Frontolimbic dementia"
"http://purl.obolibrary.org/obo/HP_0002442","Dyscalculia"
"http://purl.obolibrary.org/obo/HP_0002444","Hypothalamic hamartoma"
"http://purl.obolibrary.org/obo/HP_0002445","Tetraplegia"
"http://purl.obolibrary.org/obo/HP_0002446","Astrocytosis"
"http://purl.obolibrary.org/obo/HP_0002448","Progressive encephalopathy"
"http://purl.obolibrary.org/obo/HP_0002450","Abnormal motor neuron morphology"
"http://purl.obolibrary.org/obo/HP_0002451","Limb dystonia"
"http://purl.obolibrary.org/obo/HP_0002453","Abnormal globus pallidus morphology"
"http://purl.obolibrary.org/obo/HP_0002454","Eye of the tiger anomaly of globus pallidus"
"http://purl.obolibrary.org/obo/HP_0002457","Abnormal head movements"
"http://purl.obolibrary.org/obo/HP_0002460","Distal muscle weakness"
"http://purl.obolibrary.org/obo/HP_0002461","Cerebellar dentate nucleus calcification"
"http://purl.obolibrary.org/obo/HP_0002463","Language impairment"
"http://purl.obolibrary.org/obo/HP_0002464","Spastic dysarthria"
"http://purl.obolibrary.org/obo/HP_0002465","Poor speech"
"http://purl.obolibrary.org/obo/HP_0002470","Nonprogressive cerebellar ataxia"
"http://purl.obolibrary.org/obo/HP_0002472","Small cerebral cortex"
"http://purl.obolibrary.org/obo/HP_0002474","Expressive language delay"
"http://purl.obolibrary.org/obo/HP_0002475","Myelomeningocele"
"http://purl.obolibrary.org/obo/HP_0002476","Primitive reflex"
"http://purl.obolibrary.org/obo/HP_0002478","Progressive spastic quadriplegia"
"http://purl.obolibrary.org/obo/HP_0002480","Hepatic encephalopathy"
"http://purl.obolibrary.org/obo/HP_0002483","Bulbar signs"
"http://purl.obolibrary.org/obo/HP_0002486","Myotonia"
"http://purl.obolibrary.org/obo/HP_0002487","Hyperkinetic movements"
"http://purl.obolibrary.org/obo/HP_0002488","Acute leukemia"
"http://purl.obolibrary.org/obo/HP_0002490","Increased CSF lactate"
"http://purl.obolibrary.org/obo/HP_0002491","Spasticity of facial muscles"
"http://purl.obolibrary.org/obo/HP_0002492","Abnormal corticospinal tract morphology"
"http://purl.obolibrary.org/obo/HP_0002493","Upper motor neuron dysfunction"
"http://purl.obolibrary.org/obo/HP_0002494","Abnormal rapid eye movement sleep"
"http://purl.obolibrary.org/obo/HP_0002495","Impaired vibratory sensation"
"http://purl.obolibrary.org/obo/HP_0002497","Spastic ataxia"
"http://purl.obolibrary.org/obo/HP_0002500","Abnormal cerebral white matter morphology"
"http://purl.obolibrary.org/obo/HP_0002501","Spasticity of pharyngeal muscles"
"http://purl.obolibrary.org/obo/HP_0002503","Spinocerebellar tract degeneration"
"http://purl.obolibrary.org/obo/HP_0002504","Calcification of the small brain vessels"
"http://purl.obolibrary.org/obo/HP_0002505","Loss of ambulation"
"http://purl.obolibrary.org/obo/HP_0002506","Diffuse cerebral atrophy"
"http://purl.obolibrary.org/obo/HP_0002507","Semilobar holoprosencephaly"
"http://purl.obolibrary.org/obo/HP_0002508","Brainstem dysplasia"
"http://purl.obolibrary.org/obo/HP_0002509","Limb hypertonia"
"http://purl.obolibrary.org/obo/HP_0002510","Spastic tetraplegia"
"http://purl.obolibrary.org/obo/HP_0002511","Alzheimer disease"
"http://purl.obolibrary.org/obo/HP_0002512","Brain stem compression"
"http://purl.obolibrary.org/obo/HP_0002514","Cerebral calcification"
"http://purl.obolibrary.org/obo/HP_0002515","Waddling gait"
"http://purl.obolibrary.org/obo/HP_0002516","Increased intracranial pressure"
"http://purl.obolibrary.org/obo/HP_0002518","Abnormal periventricular white matter morphology"
"http://purl.obolibrary.org/obo/HP_0002519","Hypnagogic hallucination"
"http://purl.obolibrary.org/obo/HP_0002521","Hypsarrhythmia"
"http://purl.obolibrary.org/obo/HP_0002522","Areflexia of lower limbs"
"http://purl.obolibrary.org/obo/HP_0002524","Cataplexy"
"http://purl.obolibrary.org/obo/HP_0002526","Deficit in nonword repetition"
"http://purl.obolibrary.org/obo/HP_0002527","Falls"
"http://purl.obolibrary.org/obo/HP_0002528","Granulovacuolar degeneration"
"http://purl.obolibrary.org/obo/HP_0002529","Neuronal loss in central nervous system"
"http://purl.obolibrary.org/obo/HP_0002530","Axial dystonia"
"http://purl.obolibrary.org/obo/HP_0002533","Abnormal posturing"
"http://purl.obolibrary.org/obo/HP_0002536","Abnormal cortical gyration"
"http://purl.obolibrary.org/obo/HP_0002538","Abnormal cerebral cortex morphology"
"http://purl.obolibrary.org/obo/HP_0002539","Cortical dysplasia"
"http://purl.obolibrary.org/obo/HP_0002540","Inability to walk"
"http://purl.obolibrary.org/obo/HP_0002542","Olivopontocerebellar atrophy"
"http://purl.obolibrary.org/obo/HP_0002544","Retrocollis"
"http://purl.obolibrary.org/obo/HP_0002545","Patchy demyelination of subcortical white matter"
"http://purl.obolibrary.org/obo/HP_0002546","Incomprehensible speech"
"http://purl.obolibrary.org/obo/HP_0002548","Parkinsonism with favorable response to dopaminergic medication"
"http://purl.obolibrary.org/obo/HP_0002549","Deficit in phonologic short-term memory"
"http://purl.obolibrary.org/obo/HP_0002550","Absent facial hair"
"http://purl.obolibrary.org/obo/HP_0002552","Trichodysplasia"
"http://purl.obolibrary.org/obo/HP_0002553","Highly arched eyebrow"
"http://purl.obolibrary.org/obo/HP_0002555","Absent pubic hair"
"http://purl.obolibrary.org/obo/HP_0002557","Hypoplastic nipples"
"http://purl.obolibrary.org/obo/HP_0002558","Supernumerary nipple"
"http://purl.obolibrary.org/obo/HP_0002561","Absent nipple"
"http://purl.obolibrary.org/obo/HP_0002562","Low-set nipples"
"http://purl.obolibrary.org/obo/HP_0002563","Constrictive pericarditis"
"http://purl.obolibrary.org/obo/HP_0002566","Intestinal malrotation"
"http://purl.obolibrary.org/obo/HP_0002570","Steatorrhea"
"http://purl.obolibrary.org/obo/HP_0002571","Achalasia"
"http://purl.obolibrary.org/obo/HP_0002572","Episodic vomiting"
"http://purl.obolibrary.org/obo/HP_0002573","Hematochezia"
"http://purl.obolibrary.org/obo/HP_0002574","Episodic abdominal pain"
"http://purl.obolibrary.org/obo/HP_0002575","Tracheoesophageal fistula"
"http://purl.obolibrary.org/obo/HP_0002576","Intussusception"
"http://purl.obolibrary.org/obo/HP_0002577","Abnormal stomach morphology"
"http://purl.obolibrary.org/obo/HP_0002578","Gastroparesis"
"http://purl.obolibrary.org/obo/HP_0002579","Gastrointestinal dysmotility"
"http://purl.obolibrary.org/obo/HP_0002580","Volvulus"
"http://purl.obolibrary.org/obo/HP_0002582","Atrophic gastritis"
"http://purl.obolibrary.org/obo/HP_0002583","Colitis"
"http://purl.obolibrary.org/obo/HP_0002584","Intestinal bleeding"
"http://purl.obolibrary.org/obo/HP_0002585","Abnormal peritoneum morphology"
"http://purl.obolibrary.org/obo/HP_0002586","Peritonitis"
"http://purl.obolibrary.org/obo/HP_0002587","Projectile vomiting"
"http://purl.obolibrary.org/obo/HP_0002588","Duodenal ulcer"
"http://purl.obolibrary.org/obo/HP_0002589","Gastrointestinal atresia"
"http://purl.obolibrary.org/obo/HP_0002590","Paralytic ileus"
"http://purl.obolibrary.org/obo/HP_0002591","Polyphagia"
"http://purl.obolibrary.org/obo/HP_0002592","Gastric ulcer"
"http://purl.obolibrary.org/obo/HP_0002593","Intestinal lymphangiectasia"
"http://purl.obolibrary.org/obo/HP_0002594","Pancreatic hypoplasia"
"http://purl.obolibrary.org/obo/HP_0002595","Ileus"
"http://purl.obolibrary.org/obo/HP_0002597","Abnormality of the vasculature"
"http://purl.obolibrary.org/obo/HP_0002599","Head titubation"
"http://purl.obolibrary.org/obo/HP_0002600","Hyporeflexia of lower limbs"
"http://purl.obolibrary.org/obo/HP_0002601","Paresis of extensor muscles of the big toe"
"http://purl.obolibrary.org/obo/HP_0002604","Gastrointestinal telangiectasia"
"http://purl.obolibrary.org/obo/HP_0002605","Hepatic necrosis"
"http://purl.obolibrary.org/obo/HP_0002607","Bowel incontinence"
"http://purl.obolibrary.org/obo/HP_0002608","Celiac disease"
"http://purl.obolibrary.org/obo/HP_0002611","Cholestatic liver disease"
"http://purl.obolibrary.org/obo/HP_0002612","Congenital hepatic fibrosis"
"http://purl.obolibrary.org/obo/HP_0002613","Biliary cirrhosis"
"http://purl.obolibrary.org/obo/HP_0002614","Hepatic periportal necrosis"
"http://purl.obolibrary.org/obo/HP_0002615","Hypotension"
"http://purl.obolibrary.org/obo/HP_0002616","Aortic root aneurysm"
"http://purl.obolibrary.org/obo/HP_0002617","Vascular dilatation"
"http://purl.obolibrary.org/obo/HP_0002619","Varicose veins"
"http://purl.obolibrary.org/obo/HP_0002621","Atherosclerosis"
"http://purl.obolibrary.org/obo/HP_0002623","Overriding aorta"
"http://purl.obolibrary.org/obo/HP_0002624","Abnormal venous morphology"
"http://purl.obolibrary.org/obo/HP_0002625","Deep venous thrombosis"
"http://purl.obolibrary.org/obo/HP_0002626","Venous varicosities of celiac and mesenteric vessels"
"http://purl.obolibrary.org/obo/HP_0002627","Right aortic arch with mirror image branching"
"http://purl.obolibrary.org/obo/HP_0002629","Gastrointestinal arteriovenous malformation"
"http://purl.obolibrary.org/obo/HP_0002630","Fat malabsorption"
"http://purl.obolibrary.org/obo/HP_0002632","Low-to-normal blood pressure"
"http://purl.obolibrary.org/obo/HP_0002633","Vasculitis"
"http://purl.obolibrary.org/obo/HP_0002634","Arteriosclerosis"
"http://purl.obolibrary.org/obo/HP_0002635","Type IV atherosclerotic lesion"
"http://purl.obolibrary.org/obo/HP_0002636","Dilatation of an abdominal artery"
"http://purl.obolibrary.org/obo/HP_0002637","Cerebral ischemia"
"http://purl.obolibrary.org/obo/HP_0002638","Superficial thrombophlebitis"
"http://purl.obolibrary.org/obo/HP_0002639","Budd-Chiari syndrome"
"http://purl.obolibrary.org/obo/HP_0002640","Hypertension associated with pheochromocytoma"
"http://purl.obolibrary.org/obo/HP_0002641","Peripheral thrombosis"
"http://purl.obolibrary.org/obo/HP_0002642","Arteriovenous fistulas of celiac and mesenteric vessels"
"http://purl.obolibrary.org/obo/HP_0002643","Neonatal respiratory distress"
"http://purl.obolibrary.org/obo/HP_0002644","Abnormal pelvic girdle bone morphology"
"http://purl.obolibrary.org/obo/HP_0002645","Wormian bones"
"http://purl.obolibrary.org/obo/HP_0002647","Aortic dissection"
"http://purl.obolibrary.org/obo/HP_0002650","Scoliosis"
"http://purl.obolibrary.org/obo/HP_0002651","Spondyloepimetaphyseal dysplasia"
"http://purl.obolibrary.org/obo/HP_0002652","Skeletal dysplasia"
"http://purl.obolibrary.org/obo/HP_0002653","Bone pain"
"http://purl.obolibrary.org/obo/HP_0002654","Multiple epiphyseal dysplasia"
"http://purl.obolibrary.org/obo/HP_0002655","Spondyloepiphyseal dysplasia"
"http://purl.obolibrary.org/obo/HP_0002656","Epiphyseal dysplasia"
"http://purl.obolibrary.org/obo/HP_0002657","Spondylometaphyseal dysplasia"
"http://purl.obolibrary.org/obo/HP_0002659","Increased susceptibility to fractures"
"http://purl.obolibrary.org/obo/HP_0002661","Painless fractures due to injury"
"http://purl.obolibrary.org/obo/HP_0002663","Delayed epiphyseal ossification"
"http://purl.obolibrary.org/obo/HP_0002664","Neoplasm"
"http://purl.obolibrary.org/obo/HP_0002665","Lymphoma"
"http://purl.obolibrary.org/obo/HP_0002666","Pheochromocytoma"
"http://purl.obolibrary.org/obo/HP_0002667","Nephroblastoma"
"http://purl.obolibrary.org/obo/HP_0002668","Paraganglioma"
"http://purl.obolibrary.org/obo/HP_0002669","Osteosarcoma"
"http://purl.obolibrary.org/obo/HP_0002671","Basal cell carcinoma"
"http://purl.obolibrary.org/obo/HP_0002672","Gastrointestinal carcinoma"
"http://purl.obolibrary.org/obo/HP_0002673","Coxa valga"
"http://purl.obolibrary.org/obo/HP_0002676","Cloverleaf skull"
"http://purl.obolibrary.org/obo/HP_0002677","Small foramen magnum"
"http://purl.obolibrary.org/obo/HP_0002678","Skull asymmetry"
"http://purl.obolibrary.org/obo/HP_0002679","Abnormal sella turcica morphology"
"http://purl.obolibrary.org/obo/HP_0002680","J-shaped sella turcica"
"http://purl.obolibrary.org/obo/HP_0002681","Deformed sella turcica"
"http://purl.obolibrary.org/obo/HP_0002682","Broad skull"
"http://purl.obolibrary.org/obo/HP_0002683","Abnormal calvaria morphology"
"http://purl.obolibrary.org/obo/HP_0002684","Thickened calvaria"
"http://purl.obolibrary.org/obo/HP_0002687","Abnormality of frontal sinus"
"http://purl.obolibrary.org/obo/HP_0002688","Absent frontal sinuses"
"http://purl.obolibrary.org/obo/HP_0002689","Absent paranasal sinuses"
"http://purl.obolibrary.org/obo/HP_0002690","Large sella turcica"
"http://purl.obolibrary.org/obo/HP_0002691","Platybasia"
"http://purl.obolibrary.org/obo/HP_0002692","Hypoplastic facial bones"
"http://purl.obolibrary.org/obo/HP_0002693","Abnormal skull base morphology"
"http://purl.obolibrary.org/obo/HP_0002694","Sclerosis of skull base"
"http://purl.obolibrary.org/obo/HP_0002696","Abnormal parietal bone morphology"
"http://purl.obolibrary.org/obo/HP_0002697","Parietal foramina"
"http://purl.obolibrary.org/obo/HP_0002699","Abnormal foramen magnum morphology"
"http://purl.obolibrary.org/obo/HP_0002700","Large foramen magnum"
"http://purl.obolibrary.org/obo/HP_0002703","Abnormality of skull ossification"
"http://purl.obolibrary.org/obo/HP_0002705","High, narrow palate"
"http://purl.obolibrary.org/obo/HP_0002707","Palate telangiectasia"
"http://purl.obolibrary.org/obo/HP_0002708","Prominent median palatal raphe"
"http://purl.obolibrary.org/obo/HP_0002710","Commissural lip pit"
"http://purl.obolibrary.org/obo/HP_0002711","Exaggerated median tongue furrow"
"http://purl.obolibrary.org/obo/HP_0002714","Downturned corners of mouth"
"http://purl.obolibrary.org/obo/HP_0002715","Abnormality of the immune system"
"http://purl.obolibrary.org/obo/HP_0002716","Lymphadenopathy"
"http://purl.obolibrary.org/obo/HP_0002717","Adrenal overactivity"
"http://purl.obolibrary.org/obo/HP_0002718","Recurrent bacterial infections"
"http://purl.obolibrary.org/obo/HP_0002719","Recurrent infections"
"http://purl.obolibrary.org/obo/HP_0002720","Decreased circulating IgA concentration"
"http://purl.obolibrary.org/obo/HP_0002721","Immunodeficiency"
"http://purl.obolibrary.org/obo/HP_0002722","Recurrent abscess formation"
"http://purl.obolibrary.org/obo/HP_0002723","Absence of bactericidal oxidative respiratory burst in phagocytes"
"http://purl.obolibrary.org/obo/HP_0002724","Recurrent Aspergillus infections"
"http://purl.obolibrary.org/obo/HP_0002725","Systemic lupus erythematosus"
"http://purl.obolibrary.org/obo/HP_0002726","Recurrent Staphylococcus aureus infections"
"http://purl.obolibrary.org/obo/HP_0002728","Chronic mucocutaneous candidiasis"
"http://purl.obolibrary.org/obo/HP_0002729","Follicular hyperplasia"
"http://purl.obolibrary.org/obo/HP_0002730","Chronic noninfectious lymphadenopathy"
"http://purl.obolibrary.org/obo/HP_0002731","Decreased lymphocyte apoptosis"
"http://purl.obolibrary.org/obo/HP_0002732","Lymph node hypoplasia"
"http://purl.obolibrary.org/obo/HP_0002733","Abnormal lymph node morphology"
"http://purl.obolibrary.org/obo/HP_0002737","Thick skull base"
"http://purl.obolibrary.org/obo/HP_0002738","Hypoplastic frontal sinuses"
"http://purl.obolibrary.org/obo/HP_0002740","Recurrent E. coli infections"
"http://purl.obolibrary.org/obo/HP_0002741","Recurrent Serratia marcescens infections"
"http://purl.obolibrary.org/obo/HP_0002742","Recurrent Klebsiella infections"
"http://purl.obolibrary.org/obo/HP_0002743","Recurrent enteroviral infections"
"http://purl.obolibrary.org/obo/HP_0002745","Oral leukoplakia"
"http://purl.obolibrary.org/obo/HP_0002747","Respiratory insufficiency due to muscle weakness"
"http://purl.obolibrary.org/obo/HP_0002748","Rickets"
"http://purl.obolibrary.org/obo/HP_0002749","Osteomalacia"
"http://purl.obolibrary.org/obo/HP_0002750","Delayed skeletal maturation"
"http://purl.obolibrary.org/obo/HP_0002751","Kyphoscoliosis"
"http://purl.obolibrary.org/obo/HP_0002752","Sparse bone trabeculae"
"http://purl.obolibrary.org/obo/HP_0002753","Thin bony cortex"
"http://purl.obolibrary.org/obo/HP_0002754","Osteomyelitis"
"http://purl.obolibrary.org/obo/HP_0002756","Pathologic fracture"
"http://purl.obolibrary.org/obo/HP_0002757","Recurrent fractures"
"http://purl.obolibrary.org/obo/HP_0002758","Osteoarthritis"
"http://purl.obolibrary.org/obo/HP_0002761","Generalized joint hypermobility"
