Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8,Path Node 9,Path Node 10,Path Node 11,Path Node 12,Path Node 13
http://purl.obolibrary.org/obo/HP_0000244,Brachyturricephaly,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0000248,http://purl.obolibrary.org/obo/HP_0000244,,,,,,,
http://purl.obolibrary.org/obo/HP_0004487,Acrobrachycephaly,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0000248,http://purl.obolibrary.org/obo/HP_0004487,,,,,,,
http://purl.obolibrary.org/obo/HP_0000263,Oxycephaly,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0000262,http://purl.obolibrary.org/obo/HP_0000263,,,,,,,
http://purl.obolibrary.org/obo/HP_0030799,Scaphocephaly,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0000268,http://purl.obolibrary.org/obo/HP_0030799,,,,,,,
http://purl.obolibrary.org/obo/HP_0011326,Anterior plagiocephaly,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0001357,http://purl.obolibrary.org/obo/HP_0011326,,,,,,,
http://purl.obolibrary.org/obo/HP_0011327,Posterior plagiocephaly,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0001357,http://purl.obolibrary.org/obo/HP_0011327,,,,,,,
http://purl.obolibrary.org/obo/HP_0004440,Coronal craniosynostosis,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0001363,http://purl.obolibrary.org/obo/HP_0004440,,,,,,,
http://purl.obolibrary.org/obo/HP_0004442,Sagittal craniosynostosis,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0001363,http://purl.obolibrary.org/obo/HP_0004442,,,,,,,
http://purl.obolibrary.org/obo/HP_0004443,Lambdoidal craniosynostosis,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0001363,http://purl.obolibrary.org/obo/HP_0004443,,,,,,,
http://purl.obolibrary.org/obo/HP_0011324,Multiple suture craniosynostosis,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0001363,http://purl.obolibrary.org/obo/HP_0011324,,,,,,,
http://purl.obolibrary.org/obo/HP_6000612,Squamosal suture synostosis,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0001363,http://purl.obolibrary.org/obo/HP_6000612,,,,,,,
http://purl.obolibrary.org/obo/HP_0000242,Parietal bossing,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0002696,http://purl.obolibrary.org/obo/HP_0000242,,,,,,,
http://purl.obolibrary.org/obo/HP_0002697,Parietal foramina,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0002696,http://purl.obolibrary.org/obo/HP_0002697,,,,,,,
http://purl.obolibrary.org/obo/HP_0004438,Hyperostosis frontalis interna,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0004437,http://purl.obolibrary.org/obo/HP_0004438,,,,,,,
http://purl.obolibrary.org/obo/HP_0004490,Calvarial hyperostosis,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0004437,http://purl.obolibrary.org/obo/HP_0004490,,,,,,,
http://purl.obolibrary.org/obo/HP_0005890,Hyperostosis cranialis interna,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0004437,http://purl.obolibrary.org/obo/HP_0005890,,,,,,,
http://purl.obolibrary.org/obo/HP_0005623,Absent ossification of calvaria,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0005474,http://purl.obolibrary.org/obo/HP_0005623,,,,,,,
http://purl.obolibrary.org/obo/HP_0011217,Abnormal shape of the occiput,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0012294,http://purl.obolibrary.org/obo/HP_0011217,,,,,,,
http://purl.obolibrary.org/obo/HP_0034975,Occipital horn,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0012294,http://purl.obolibrary.org/obo/HP_0034975,,,,,,,
http://purl.obolibrary.org/obo/HP_0011218,Abnormal shape of the frontal region,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0430000,http://purl.obolibrary.org/obo/HP_0011218,,,,,,,
http://purl.obolibrary.org/obo/HP_0000931,Thinning and bulging of the posterior fossa bones,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0000932,http://purl.obolibrary.org/obo/HP_0000931,,,,,,,
http://purl.obolibrary.org/obo/HP_0005445,Enlarged posterior fossa,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0000932,http://purl.obolibrary.org/obo/HP_0005445,,,,,,,
http://purl.obolibrary.org/obo/HP_0005758,Basilar impression,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0000932,http://purl.obolibrary.org/obo/HP_0005758,,,,,,,
http://purl.obolibrary.org/obo/HP_0007291,Posterior fossa cyst,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0000932,http://purl.obolibrary.org/obo/HP_0007291,,,,,,,
http://purl.obolibrary.org/obo/HP_0010558,Abnormality of the clivus,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0000932,http://purl.obolibrary.org/obo/HP_0010558,,,,,,,
http://purl.obolibrary.org/obo/HP_0012366,Basilar invagination,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0000932,http://purl.obolibrary.org/obo/HP_0012366,,,,,,,
http://purl.obolibrary.org/obo/HP_0033140,Blake's pouch cyst,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0000932,http://purl.obolibrary.org/obo/HP_0033140,,,,,,,
http://purl.obolibrary.org/obo/HP_0040010,Small posterior fossa,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0000932,http://purl.obolibrary.org/obo/HP_0040010,,,,,,,
http://purl.obolibrary.org/obo/HP_0040011,Flat posterior fossa,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0000932,http://purl.obolibrary.org/obo/HP_0040011,,,,,,,
http://purl.obolibrary.org/obo/HP_6001085,Posterior fossa mass lesion,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0000932,http://purl.obolibrary.org/obo/HP_6001085,,,,,,,
http://purl.obolibrary.org/obo/HP_0005477,Progressive sclerosis of skull base,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,http://purl.obolibrary.org/obo/HP_0002694,http://purl.obolibrary.org/obo/HP_0005477,,,,,,,
http://purl.obolibrary.org/obo/HP_0004563,Increased spinal bone density,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002703,http://purl.obolibrary.org/obo/HP_0004330,http://purl.obolibrary.org/obo/HP_0004563,,,,,,,
http://purl.obolibrary.org/obo/HP_0005451,Decreased cranial base ossification,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002703,http://purl.obolibrary.org/obo/HP_0004331,http://purl.obolibrary.org/obo/HP_0005451,,,,,,,
http://purl.obolibrary.org/obo/HP_0000347,Micrognathia,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0009116,http://purl.obolibrary.org/obo/HP_0009118,http://purl.obolibrary.org/obo/HP_0000347,,,,,,,
http://purl.obolibrary.org/obo/HP_0009939,Mandibular aplasia,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0009116,http://purl.obolibrary.org/obo/HP_0009118,http://purl.obolibrary.org/obo/HP_0009939,,,,,,,
http://purl.obolibrary.org/obo/HP_0005453,Absent/hypoplastic paranasal sinuses,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0009116,http://purl.obolibrary.org/obo/HP_0009120,http://purl.obolibrary.org/obo/HP_0005453,,,,,,,
http://purl.obolibrary.org/obo/HP_0009119,Aplasia/Hypoplasia of the frontal sinuses,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0009116,http://purl.obolibrary.org/obo/HP_0009120,http://purl.obolibrary.org/obo/HP_0009119,,,,,,,
http://purl.obolibrary.org/obo/HP_0002085,Occipital encephalocele,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011815,http://purl.obolibrary.org/obo/HP_0002084,http://purl.obolibrary.org/obo/HP_0002085,,,,,,,
http://purl.obolibrary.org/obo/HP_0004423,Cranium bifidum occultum,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011815,http://purl.obolibrary.org/obo/HP_0002084,http://purl.obolibrary.org/obo/HP_0004423,,,,,,,
http://purl.obolibrary.org/obo/HP_0006888,Meningoencephalocele,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011815,http://purl.obolibrary.org/obo/HP_0002084,http://purl.obolibrary.org/obo/HP_0006888,,,,,,,
http://purl.obolibrary.org/obo/HP_0007035,Anterior encephalocele,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011815,http://purl.obolibrary.org/obo/HP_0002084,http://purl.obolibrary.org/obo/HP_0007035,,,,,,,
http://purl.obolibrary.org/obo/HP_0011816,Parietal encephalocele,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011815,http://purl.obolibrary.org/obo/HP_0002084,http://purl.obolibrary.org/obo/HP_0011816,,,,,,,
http://purl.obolibrary.org/obo/HP_0011817,Basal encephalocele,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011815,http://purl.obolibrary.org/obo/HP_0002084,http://purl.obolibrary.org/obo/HP_0011817,,,,,,,
http://purl.obolibrary.org/obo/HP_0000246,Sinusitis,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0000245,http://purl.obolibrary.org/obo/HP_0000246,,,,,,,
http://purl.obolibrary.org/obo/HP_0002687,Abnormality of frontal sinus,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0000245,http://purl.obolibrary.org/obo/HP_0002687,,,,,,,
http://purl.obolibrary.org/obo/HP_0010540,Advanced pneumatization of cranial sinuses,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0000245,http://purl.obolibrary.org/obo/HP_0010540,,,,,,,
http://purl.obolibrary.org/obo/HP_0030072,Paranasal sinus neoplasm,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0000245,http://purl.obolibrary.org/obo/HP_0030072,,,,,,,
http://purl.obolibrary.org/obo/HP_0034494,Opacified paranasal sinuses,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0000245,http://purl.obolibrary.org/obo/HP_0034494,,,,,,,
http://purl.obolibrary.org/obo/HP_0430022,Abnormality of the sphenoid sinus,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0000245,http://purl.obolibrary.org/obo/HP_0430022,,,,,,,
http://purl.obolibrary.org/obo/HP_0430023,Abnormality of the maxillary sinus,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0000245,http://purl.obolibrary.org/obo/HP_0430023,,,,,,,
http://purl.obolibrary.org/obo/HP_3000040,Abnormality of ethmoid sinus,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0000245,http://purl.obolibrary.org/obo/HP_3000040,,,,,,,
http://purl.obolibrary.org/obo/HP_0005450,Calvarial osteosclerosis,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0005464,http://purl.obolibrary.org/obo/HP_0005450,,,,,,,
http://purl.obolibrary.org/obo/HP_0005746,Osteosclerosis of the base of the skull,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0005464,http://purl.obolibrary.org/obo/HP_0005746,,,,,,,
http://purl.obolibrary.org/obo/HP_0000277,Abnormal mandible morphology,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0030791,http://purl.obolibrary.org/obo/HP_0000277,,,,,,,
http://purl.obolibrary.org/obo/HP_0000326,Abnormal maxilla morphology,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0030791,http://purl.obolibrary.org/obo/HP_0000326,,,,,,,
http://purl.obolibrary.org/obo/HP_0030792,Jaw neoplasm,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0030791,http://purl.obolibrary.org/obo/HP_0030792,,,,,,,
http://purl.obolibrary.org/obo/HP_0030793,Jaw swelling,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0030791,http://purl.obolibrary.org/obo/HP_0030793,,,,,,,
http://purl.obolibrary.org/obo/HP_0033333,Jaw contracture,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0030791,http://purl.obolibrary.org/obo/HP_0033333,,,,,,,
http://purl.obolibrary.org/obo/HP_6000307,Jaw mass,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0030791,http://purl.obolibrary.org/obo/HP_6000307,,,,,,,
http://purl.obolibrary.org/obo/HP_6000715,Central giant cell lesion of the jaw,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0030791,http://purl.obolibrary.org/obo/HP_6000715,,,,,,,
http://purl.obolibrary.org/obo/HP_0002692,Hypoplastic facial bones,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0034261,http://purl.obolibrary.org/obo/HP_0002692,,,,,,,
http://purl.obolibrary.org/obo/HP_0040008,Aplasia of facial bones,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0034261,http://purl.obolibrary.org/obo/HP_0040008,,,,,,,
http://purl.obolibrary.org/obo/HP_0430012,Incomplete ossification of palatine bone,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0430003,http://purl.obolibrary.org/obo/HP_0430012,,,,,,,
http://purl.obolibrary.org/obo/HP_0430013,Absent palatine bone ossification,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,http://purl.obolibrary.org/obo/HP_0430003,http://purl.obolibrary.org/obo/HP_0430013,,,,,,,
http://purl.obolibrary.org/obo/HP_0004552,Scarring alopecia of scalp,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0001965,http://purl.obolibrary.org/obo/HP_0100037,http://purl.obolibrary.org/obo/HP_0002293,http://purl.obolibrary.org/obo/HP_0004552,,,,,,,
http://purl.obolibrary.org/obo/HP_0009554,Preauricular hair displacement,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0001965,http://purl.obolibrary.org/obo/HP_0100037,http://purl.obolibrary.org/obo/HP_0009553,http://purl.obolibrary.org/obo/HP_0009554,,,,,,,
http://purl.obolibrary.org/obo/HP_0030141,Abnormality of the posterior hairline,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0001965,http://purl.obolibrary.org/obo/HP_0100037,http://purl.obolibrary.org/obo/HP_0009553,http://purl.obolibrary.org/obo/HP_0030141,,,,,,,
http://purl.obolibrary.org/obo/HP_0007768,Central retinal vessel vascular tortuosity,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_0000630,http://purl.obolibrary.org/obo/HP_0000631,http://purl.obolibrary.org/obo/HP_0007768,,,,,,,
http://purl.obolibrary.org/obo/HP_0020161,Branch retinal artery occlusion,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_0000630,http://purl.obolibrary.org/obo/HP_0025326,http://purl.obolibrary.org/obo/HP_0020161,,,,,,,
http://purl.obolibrary.org/obo/HP_0020163,Cilioretinal artery occlusion,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_0000630,http://purl.obolibrary.org/obo/HP_0025326,http://purl.obolibrary.org/obo/HP_0020163,,,,,,,
http://purl.obolibrary.org/obo/HP_0020164,Ophthalmic artery occlusion,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_0000630,http://purl.obolibrary.org/obo/HP_0025326,http://purl.obolibrary.org/obo/HP_0020164,,,,,,,
http://purl.obolibrary.org/obo/HP_0025342,Central retinal artery occlusion,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_0000630,http://purl.obolibrary.org/obo/HP_0025326,http://purl.obolibrary.org/obo/HP_0025342,,,,,,,
http://purl.obolibrary.org/obo/HP_3000031,Abnormality of anterior ethmoidal artery,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_3000062,http://purl.obolibrary.org/obo/HP_0410006,http://purl.obolibrary.org/obo/HP_3000031,,,,,,,
http://purl.obolibrary.org/obo/HP_3000032,Abnormality of central retinal artery,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_3000062,http://purl.obolibrary.org/obo/HP_0410006,http://purl.obolibrary.org/obo/HP_3000032,,,,,,,
http://purl.obolibrary.org/obo/HP_3000039,Abnormality of dorsal nasal artery,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_3000062,http://purl.obolibrary.org/obo/HP_0410006,http://purl.obolibrary.org/obo/HP_3000039,,,,,,,
http://purl.obolibrary.org/obo/HP_0000185,Cleft soft palate,5,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_5201015,http://purl.obolibrary.org/obo/HP_0000202,http://purl.obolibrary.org/obo/HP_0000175,http://purl.obolibrary.org/obo/HP_0000185,,,,,,,
