Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8
http://purl.obolibrary.org/obo/HP_0040118,Stenosis of the Eustachian tube,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0040115,http://purl.obolibrary.org/obo/HP_0040118,,,
http://purl.obolibrary.org/obo/HP_0040269,Blocked Eustachian tube,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0040115,http://purl.obolibrary.org/obo/HP_0040269,,,
http://purl.obolibrary.org/obo/HP_0008551,Microtia,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0008771,http://purl.obolibrary.org/obo/HP_0008772,http://purl.obolibrary.org/obo/HP_0008551,,,
http://purl.obolibrary.org/obo/HP_0009892,Anotia,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0008771,http://purl.obolibrary.org/obo/HP_0008772,http://purl.obolibrary.org/obo/HP_0009892,,,
http://purl.obolibrary.org/obo/HP_0100720,Hypoplasia of the ear cartilage,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0008771,http://purl.obolibrary.org/obo/HP_0008772,http://purl.obolibrary.org/obo/HP_0100720,,,
http://purl.obolibrary.org/obo/HP_0400003,Focal absence of the external ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0008771,http://purl.obolibrary.org/obo/HP_0008772,http://purl.obolibrary.org/obo/HP_0400003,,,
http://purl.obolibrary.org/obo/HP_0011372,Aplasia of the inner ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0008771,http://purl.obolibrary.org/obo/HP_0008774,http://purl.obolibrary.org/obo/HP_0011372,,,
http://purl.obolibrary.org/obo/HP_0011395,Aplasia/Hypoplasia of the cochlea,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0008771,http://purl.obolibrary.org/obo/HP_0008774,http://purl.obolibrary.org/obo/HP_0011395,,,
http://purl.obolibrary.org/obo/HP_0008629,Pulsatile tinnitus,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000360,http://purl.obolibrary.org/obo/HP_0008629,,,
http://purl.obolibrary.org/obo/HP_0034424,Clicking tinnitus,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000360,http://purl.obolibrary.org/obo/HP_0034424,,,
http://purl.obolibrary.org/obo/HP_0001730,Progressive hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0001730,,,
http://purl.obolibrary.org/obo/HP_0005101,High-frequency hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0005101,,,
http://purl.obolibrary.org/obo/HP_0008542,Low-frequency hearing loss,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0008542,,,
http://purl.obolibrary.org/obo/HP_0009900,Unilateral deafness,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0009900,,,
http://purl.obolibrary.org/obo/HP_0011975,Aminoglycoside-induced hearing loss,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0011975,,,
http://purl.obolibrary.org/obo/HP_0012712,Mild hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0012712,,,
http://purl.obolibrary.org/obo/HP_0012713,Moderate hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0012713,,,
http://purl.obolibrary.org/obo/HP_0012714,Severe hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0012714,,,
http://purl.obolibrary.org/obo/HP_0012715,Profound hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0012715,,,
http://purl.obolibrary.org/obo/HP_0012779,Transient hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0012779,,,
http://purl.obolibrary.org/obo/HP_0012781,Mid-frequency hearing loss,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0000364,http://purl.obolibrary.org/obo/HP_0000365,http://purl.obolibrary.org/obo/HP_0012781,,,
http://purl.obolibrary.org/obo/HP_0000408,Progressive sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0000408,,,
http://purl.obolibrary.org/obo/HP_0000410,Mixed hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0000410,,,
http://purl.obolibrary.org/obo/HP_0001757,High-frequency sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0001757,,,
http://purl.obolibrary.org/obo/HP_0008504,Moderate sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0008504,,,
http://purl.obolibrary.org/obo/HP_0008527,Congenital sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0008527,,,
http://purl.obolibrary.org/obo/HP_0008573,Low-frequency sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0008573,,,
http://purl.obolibrary.org/obo/HP_0008587,Mild neurosensory hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0008587,,,
http://purl.obolibrary.org/obo/HP_0008615,Adult onset sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0008615,,,
http://purl.obolibrary.org/obo/HP_0008619,Bilateral sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0008619,,,
http://purl.obolibrary.org/obo/HP_0008625,Severe sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0008625,,,
http://purl.obolibrary.org/obo/HP_0011474,Childhood onset sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0011474,,,
http://purl.obolibrary.org/obo/HP_0011476,Profound sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0011476,,,
http://purl.obolibrary.org/obo/HP_0040113,Old-aged sensorineural hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/HP_0040113,,,
http://purl.obolibrary.org/obo/HP_0001756,Vestibular hyporeflexia,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0001751,http://purl.obolibrary.org/obo/HP_0001756,,,
http://purl.obolibrary.org/obo/HP_0002321,Vertigo,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0001751,http://purl.obolibrary.org/obo/HP_0002321,,,
http://purl.obolibrary.org/obo/HP_0007670,Abnormal vestibulo-ocular reflex,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0001751,http://purl.obolibrary.org/obo/HP_0007670,,,
http://purl.obolibrary.org/obo/HP_4000032,False perception of self-motion,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0001751,http://purl.obolibrary.org/obo/HP_4000032,,,
http://purl.obolibrary.org/obo/HP_4000033,Non-spinning vertigo,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0001751,http://purl.obolibrary.org/obo/HP_4000033,,,
http://purl.obolibrary.org/obo/HP_6001104,Abnormal vestibulo-spinal reflex,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031704,http://purl.obolibrary.org/obo/HP_0011389,http://purl.obolibrary.org/obo/HP_0001751,http://purl.obolibrary.org/obo/HP_6001104,,,
http://purl.obolibrary.org/obo/HP_0008588,Slit-like opening of the exterior auditory meatus,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0000402,http://purl.obolibrary.org/obo/HP_0008588,,
http://purl.obolibrary.org/obo/HP_0040103,Cutaneous stenosis of the external auditory canal,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0000402,http://purl.obolibrary.org/obo/HP_0040103,,
http://purl.obolibrary.org/obo/HP_0040104,Osseous stenosis of the external auditory canal,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0000402,http://purl.obolibrary.org/obo/HP_0040104,,
http://purl.obolibrary.org/obo/HP_0040101,Cutaneous atresia of the external auditory canal,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0000413,http://purl.obolibrary.org/obo/HP_0040101,,
http://purl.obolibrary.org/obo/HP_0040102,Osseous atresia of the external auditory canal,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0000413,http://purl.obolibrary.org/obo/HP_0040102,,
http://purl.obolibrary.org/obo/HP_0030788,Impacted cerumen,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0030787,http://purl.obolibrary.org/obo/HP_0030788,,
http://purl.obolibrary.org/obo/HP_0030789,Excessive cerumen,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0030787,http://purl.obolibrary.org/obo/HP_0030789,,
http://purl.obolibrary.org/obo/HP_0030790,Abnormal cerumen color,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0030787,http://purl.obolibrary.org/obo/HP_0030790,,
http://purl.obolibrary.org/obo/HP_0000358,Posteriorly rotated ears,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000357,http://purl.obolibrary.org/obo/HP_0000358,,
http://purl.obolibrary.org/obo/HP_0000369,Low-set ears,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000357,http://purl.obolibrary.org/obo/HP_0000369,,
http://purl.obolibrary.org/obo/HP_0008541,Superiorly displaced ears,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000357,http://purl.obolibrary.org/obo/HP_0008541,,
http://purl.obolibrary.org/obo/HP_0040080,Anteverted ears,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000357,http://purl.obolibrary.org/obo/HP_0040080,,
http://purl.obolibrary.org/obo/HP_0100663,Synotia,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000357,http://purl.obolibrary.org/obo/HP_0100663,,
http://purl.obolibrary.org/obo/HP_0004461,Congenital earlobe sinuses,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,http://purl.obolibrary.org/obo/HP_0004461,,
http://purl.obolibrary.org/obo/HP_0009748,Large earlobe,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,http://purl.obolibrary.org/obo/HP_0009748,,
http://purl.obolibrary.org/obo/HP_0009906,Aplasia/Hypoplasia of the earlobes,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,http://purl.obolibrary.org/obo/HP_0009906,,
http://purl.obolibrary.org/obo/HP_0009907,Attached earlobe,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,http://purl.obolibrary.org/obo/HP_0009907,,
http://purl.obolibrary.org/obo/HP_0009908,Anterior creases of earlobe,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,http://purl.obolibrary.org/obo/HP_0009908,,
http://purl.obolibrary.org/obo/HP_0009909,Uplifted earlobe,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,http://purl.obolibrary.org/obo/HP_0009909,,
http://purl.obolibrary.org/obo/HP_0011263,Forward facing earlobe,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,http://purl.obolibrary.org/obo/HP_0011263,,
http://purl.obolibrary.org/obo/HP_0011265,Cleft earlobe,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,http://purl.obolibrary.org/obo/HP_0011265,,
http://purl.obolibrary.org/obo/HP_0031510,Linear earlobe crease,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,http://purl.obolibrary.org/obo/HP_0031510,,
http://purl.obolibrary.org/obo/HP_0031511,Diagonal earlobe crease,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,http://purl.obolibrary.org/obo/HP_0031511,,
http://purl.obolibrary.org/obo/HP_0002265,Large fleshy ears,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000400,http://purl.obolibrary.org/obo/HP_0002265,,
http://purl.obolibrary.org/obo/HP_0000395,Prominent antihelix,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009738,http://purl.obolibrary.org/obo/HP_0000395,,
http://purl.obolibrary.org/obo/HP_0009739,Hypoplasia of the antihelix,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009738,http://purl.obolibrary.org/obo/HP_0009739,,
http://purl.obolibrary.org/obo/HP_0011233,Antihelical shelf,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009738,http://purl.obolibrary.org/obo/HP_0011233,,
http://purl.obolibrary.org/obo/HP_0011234,Absent antihelix,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009738,http://purl.obolibrary.org/obo/HP_0011234,,
http://purl.obolibrary.org/obo/HP_0011235,Additional crus of antihelix,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009738,http://purl.obolibrary.org/obo/HP_0011235,,
http://purl.obolibrary.org/obo/HP_0011236,Angulated antihelix,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009738,http://purl.obolibrary.org/obo/HP_0011236,,
http://purl.obolibrary.org/obo/HP_0011243,Abnormality of inferior crus of antihelix,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009738,http://purl.obolibrary.org/obo/HP_0011243,,
http://purl.obolibrary.org/obo/HP_0011244,Abnormality of stem of antihelix,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009738,http://purl.obolibrary.org/obo/HP_0011244,,
http://purl.obolibrary.org/obo/HP_0011245,Abnormality of superior crus of antihelix,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009738,http://purl.obolibrary.org/obo/HP_0011245,,
http://purl.obolibrary.org/obo/HP_0008593,Prominent antitragus,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009896,http://purl.obolibrary.org/obo/HP_0008593,,
http://purl.obolibrary.org/obo/HP_0011248,Everted antitragus,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009896,http://purl.obolibrary.org/obo/HP_0011248,,
http://purl.obolibrary.org/obo/HP_0011249,Absent antitragus,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009896,http://purl.obolibrary.org/obo/HP_0011249,,
http://purl.obolibrary.org/obo/HP_0011250,Bifid antitragus,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009896,http://purl.obolibrary.org/obo/HP_0011250,,
http://purl.obolibrary.org/obo/HP_0011251,Underdeveloped antitragus,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009896,http://purl.obolibrary.org/obo/HP_0011251,,
http://purl.obolibrary.org/obo/HP_0009913,Aplasia/Hypoplasia of the tragus,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009912,http://purl.obolibrary.org/obo/HP_0009913,,
http://purl.obolibrary.org/obo/HP_0011269,Bifid tragus,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009912,http://purl.obolibrary.org/obo/HP_0011269,,
http://purl.obolibrary.org/obo/HP_0011270,Duplicated tragus,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009912,http://purl.obolibrary.org/obo/HP_0011270,,
http://purl.obolibrary.org/obo/HP_0011271,Prominent tragus,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009912,http://purl.obolibrary.org/obo/HP_0011271,,
http://purl.obolibrary.org/obo/HP_0040091,Asymmetry of the size of ears,5,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0010722,http://purl.obolibrary.org/obo/HP_0040091,,
